1730,麻生フオームクリート,ＪＱ.S,建設・資材 
1736,オーテック,ＪＱ.S,建設・資材 
1737,三井金属エンジニアリング,東２,建設・資材 
1739,シード平和,ＪＱ.G,建設・資材 
1743,コーアツ工業,東２,建設・資材 
1757,クレアホールディングス,東２,建設・資材 
1758,太洋基礎工業,ＪＱ.S,建設・資材 
1762,高松コンストラクショングループ,東１,建設・資材 
1764,工藤建設,東２,建設・資材 
1766,東建コーポレーション,東１,建設・資材 
1768,ソネック,東１,建設・資材 
1770,藤田エンジニアリング,ＪＱ.S,建設・資材 
1773,ワイ・ティー・エル・コーポレーション・バーハッド,市場第一部（外国株）,建設・資材 
1775,富士古河Ｅ＆Ｃ,東２,建設・資材 
1776,三井住建道路,東２,建設・資材 
1780,ヤマウラ,東１,建設・資材 
1782,常磐開発,ＪＱ.S,建設・資材 
1783,アジアゲートホールディングス,ＪＱ.S,建設・資材 
1787,ナカボーテック,ＪＱ.S,建設・資材 
1788,三東工業社,ＪＱ.S,建設・資材 
1789,ＥＴＳホールディングス,ＪＱ.S,建設・資材 
1793,大本組,ＪＱ.S,建設・資材 
1795,マサル,ＪＱ.S,建設・資材 
1798,守谷商会,ＪＱ.S,建設・資材 
1799,第一建設工業,ＪＱ.S,建設・資材 
1801,大成建設,東１,建設・資材 
1802,大林組,東１,建設・資材 
1803,清水建設,東１,建設・資材 
1805,飛島建設,東１,建設・資材 
1807,佐藤渡辺,ＪＱ.S,建設・資材 
1808,長谷工コーポレーション,東１,建設・資材 
1810,松井建設,東１,建設・資材 
1811,錢高組,東１,建設・資材 
1812,鹿島建設,東１,建設・資材 
1813,不動テトラ,東１,建設・資材 
1814,大末建設,東１,建設・資材 
1815,鉄建建設,東１,建設・資材 
1820,西松建設,東１,建設・資材 
1821,三井住友建設,東１,建設・資材 
1822,大豊建設,東１,建設・資材 
1824,前田建設工業,東１,建設・資材 
1826,佐田建設,東１,建設・資材 
1827,ナカノフドー建設,東１,建設・資材 
1828,田辺工業,東２,建設・資材 
1833,奥村組,東１,建設・資材 
1835,東鉄工業,東１,建設・資材 
1840,土屋ホールディングス,東２,建設・資材 
1841,サンユー建設,ＪＱ.S,建設・資材 
1844,大盛工業,東２,建設・資材 
1847,イチケン,東１,建設・資材 
1848,富士ピー・エス,東１,建設・資材 
1850,南海辰村建設,東２,建設・資材 
1852,淺沼組,東１,建設・資材 
1853,森組,東２,建設・資材 
1860,戸田建設,東１,建設・資材 
1861,熊谷組,東１,建設・資材 
1866,北野建設,東１,建設・資材 
1867,植木組,東１,建設・資材 
1870,矢作建設工業,東１,建設・資材 
1871,ピーエス三菱,東１,建設・資材 
1873,日本ハウスホールディングス,東１,建設・資材 
1878,大東建託,東１,建設・資材 
1879,新日本建設,東１,建設・資材 
1881,ＮＩＰＰＯ,東１,建設・資材 
1882,東亜道路工業,東１,建設・資材 
1883,前田道路,東１,建設・資材 
1884,日本道路,東１,建設・資材 
1885,東亜建設工業,東１,建設・資材 
1887,日本国土開発,東１,建設・資材 
1888,若築建設,東１,建設・資材 
1890,東洋建設,東１,建設・資材 
1893,五洋建設,東１,建設・資材 
1897,金下建設,東２,建設・資材 
1898,世紀東急工業,東１,建設・資材 
1899,福田組,東１,建設・資材 
1904,大成温調,ＪＱ.S,建設・資材 
1905,テノックス,ＪＱ.S,建設・資材 
1909,日本ドライケミカル,東１,機械 
1911,住友林業,東１,建設・資材 
1914,日本基礎技術,東１,建設・資材 
1921,巴コーポレーション,東１,建設・資材 
1925,大和ハウス工業,東１,建設・資材 
1926,ライト工業,東１,建設・資材 
1928,積水ハウス,東１,建設・資材 
1929,日特建設,東１,建設・資材 
1930,北陸電気工事,東１,建設・資材 
1934,ユアテック,東１,建設・資材 
1938,日本リーテック,東１,建設・資材 
1939,四電工,東１,建設・資材 
1941,中電工,東１,建設・資材 
1942,関電工,東１,建設・資材 
1944,きんでん,東１,建設・資材 
1945,東京エネシス,東１,建設・資材 
1946,トーエネック,東１,建設・資材 
1948,弘電社,東２,建設・資材 
1949,住友電設,東１,建設・資材 
1950,日本電設工業,東１,建設・資材 
1951,協和エクシオ,東１,建設・資材 
1952,新日本空調,東１,建設・資材 
1954,日本工営,東１,情報通信・サービスその他 
1959,九電工,東１,建設・資材 
1960,サンテック,東２,建設・資材 
1961,三機工業,東１,建設・資材 
1963,日揮ホールディングス,東１,建設・資材 
1964,中外炉工業,東１,建設・資材 
1965,テクノ菱和,東２,建設・資材 
1966,高田工業所,東２,建設・資材 
1967,ヤマト,東１,建設・資材 
1968,太平電業,東１,建設・資材 
1969,高砂熱学工業,東１,建設・資材 
1971,中央ビルト工業,東２,建設・資材 
1972,三晃金属工業,東１,建設・資材 
1973,ＮＥＣネッツエスアイ,東１,情報通信・サービスその他 
1975,朝日工業社,東１,建設・資材 
1976,明星工業,東１,建設・資材 
1979,大氣社,東１,建設・資材 
1980,ダイダン,東１,建設・資材 
1981,協和日成,ＪＱ.S,建設・資材 
1982,日比谷総合設備,東１,建設・資材 
1992,神田通信機,ＪＱ.S,建設・資材 
1994,高橋カーテンウォール工業,ＪＱ.S,建設・資材 
1997,暁飯島工業,ＪＱ.S,建設・資材 
2001,日本製粉,東１,食品 
2002,日清製粉グループ本社,東１,食品 
2003,日東富士製粉,東１,食品 
2004,昭和産業,東１,食品 
2009,鳥越製粉,東１,食品 
2031,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ,ETF,-
2032,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ,ETF,-
2033,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダブル・ブル　ＥＴＮ,ETF,-
2034,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,ETF,-
2035,ＮＥＸＴ　ＮＯＴＥＳ　日経平均ＶＩ先物指数　ＥＴＮ,ETF,-
2036,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ,ETF,-
2037,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴＮ,ETF,-
2038,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,ETF,-
